c  DAYS-w instance, from daysall.net file
c  Vertices in file daysall-vertices0.dat
c  Edges in file daysall-edges0.dat
c  
p edges  13308      9318
e    479  8529     1
e    479  9147     2
e    479  9375    28
e    479 10267     1
e    479 11861    23
e    479 12022     2
e    479 12261     9
e    483  7061     2
e    483 10308     2
e    489  3043     3
e    489  8964     1
e    489  8992     6
e    489 10221     1
e    489 11248     7
e    491  3580     3
e    491  7391     4
e    493  8176     4
e    493  9111     3
e    493  9824     5
e    493 11248     2
e    493 11396     3
e    502  8531     1
e    502 12894     8
e    505  7005     1
e    505 10636     1
e    505 12261     1
e    508  2112     2
e    508  8862     2
e    508 10978     2
e    508 11932     2
e    518  2562     1
e    518  5862     2
e    518  6610     2
e    518  8150    37
e    518  9386     3
e    518 10636    39
e    525  1150    22
e    525  1200    24
e    525  3376     5
e    525  5684     6
e    525  6139     6
e    535  1058     1
e    535  4633     1
e    535  8615     1
e    544   775     3
e    544   820     2
e    544  1200     6
e    544  1665     4
e    544  2172    64
e    544  2422     1
e    544  4156     5
e    544  4330     2
e    544  4678     1
e    544  4750     4
e    544  5277    25
e    544  6338    57
e    544  6588    25
e    544  7499     1
e    544  8630    56
e    544  8798    27
e    544  9387    57
e    544 11013     5
e    544 11757    31
e    544 13210     1
e    549   808     2
e    549  1200   127
e    549  1470    10
e    549  1665   156
e    549  1801     8
e    549  2135    26
e    549  2172     9
e    549  2591     3
e    549  3009    21
e    549  3114     2
e    549  3907    12
e    549  4298     8
e    549  4330     2
e    549  5721     5
e    549  6588    12
e    549  6940    28
e    549  7738    11
e    549  7747     1
e    549  7815     7
e    549  7992    33
e    549  8146     5
e    549  8658     5
e    549  8794    30
e    549  9911     1
e    549 10323   167
e    549 10821     6
e    549 11111     8
e    549 11646     2
e    549 11757   330
e    549 11900     8
e    549 12261    20
e    549 12483   144
e    551  3904    27
e    551  4040    35
e    551  8996     8
e    551  9626     1
e    551 11163     8
e    551 11346     1
e    555  1200    20
e    555  7382     2
e    555  7948     2
e    555 12261     7
e    556  3260     2
e    556  3292     1
e    556  3782     1
e    556  3893     7
e    556  4373     1
e    556  4624     2
e    556  6897    11
e    556  7948     1
e    556 11356     1
e    556 12261     9
e    556 13148     1
e    562   619     1
e    562  2058     2
e    562  3014     1
e    562  3421     4
e    562  3593     7
e    562  4051    19
e    562  4498    45
e    562  5183    11
e    562  7391    19
e    562  7740     1
e    562  7925     2
e    562  8531    34
e    562  9147     1
e    562  9158     1
e    562  9967    21
e    562 10339     1
e    562 10636    13
e    562 10683     3
e    562 11136     1
e    562 11966     5
e    562 12255     2
e    562 12483    25
e    562 12910     7
e    562 13028     1
e    563  3075     1
e    563  4224     1
e    563  6244     1
e    563 10948     1
e    564  1824     1
e    564  2663     1
e    564  3160     3
e    564  7669     1
e    564 10623    10
e    564 10725    11
e    564 10916     1
e    564 11519     1
e    564 12123     1
e    572   839     2
e    572  7206     2
e    582  1200     1
e    582 10767    10
e    584  6940     2
e    584 10813     3
e    584 11239     1
e    584 13211     3
e    595  8146     4
e    595  8150     3
e    595 10636     9
e    595 11589     1
e    595 12084    18
e    595 13028    12
e    600 11904     2
e    604   619     3
e    604   820     2
e    604  1058     4
e    604  1164    13
e    604  1200    72
e    604  1459    53
e    604  2320     2
e    604  2501     5
e    604  2702    12
e    604  2884     1
e    604  2921     9
e    604  2944     2
e    604  3048     3
e    604  3292     3
e    604  3348    63
e    604  3465     2
e    604  4068     1
e    604  4346     2
e    604  4699    13
e    604  4760    22
e    604  5322     2
e    604  6413     2
e    604  6955     3
e    604  7723     2
e    604  7740    17
e    604  8245     2
e    604  8261     2
e    604  8809     1
e    604  9375     3
e    604  9385     2
e    604 11148     2
e    604 11183    38
e    604 11673     1
e    604 12064     2
e    604 12147    38
e    604 12188     1
e    604 12261    21
e    604 12483    75
e    611   794     2
e    611   871    11
e    611  1440    12
e    611  1459    59
e    611  6462     3
e    611  6952     1
e    611  7215     4
e    611  8146     1
e    611  8537     1
e    611  8538    10
e    611 12341     1
e    612   619     6
e    612  1067     1
e    612  1768     1
e    612  2320     1
e    612  8607     1
e    612  9375    10
e    612 12910     2
e    616  2320     1
e    616  2691     1
e    616  3297     1
e    616  9375     1
e    616 11065     1
e    619   826     3
e    619  1200    24
e    619  1440     4
e    619  1665     1
e    619  1792     8
e    619  2002     2
e    619  2225    55
e    619  2507     4
e    619  2648     1
e    619  2702    21
e    619  2920     8
e    619  3048     1
e    619  3167     1
e    619  3496     2
e    619  3579     1
e    619  3746     5
e    619  4138     4
e    619  4141     2
e    619  4373     1
e    619  4619     1
e    619  4728     4
e    619  5080     1
e    619  5271    11
e    619  5683     1
e    619  5684    42
e    619  5690    15
e    619  5829     2
e    619  5890     4
e    619  5980     1
e    619  6756     1
e    619  6884     1
e    619  7388     3
e    619  7409     1
e    619  7670     1
e    619  7740    18
e    619  7892     1
e    619  8198     1
e    619  8559     1
e    619  8725     2
e    619  8878     1
e    619  8897    21
e    619  8992    18
e    619  8996     3
e    619  9375     5
e    619  9426     4
e    619 10026     1
e    619 10090     3
e    619 10848     4
e    619 11155     2
e    619 11304     1
e    619 11563     6
e    619 11795    12
e    619 12141     1
e    619 12261    15
e    619 12301     9
e    619 12483    55
e    619 12603     7
e    619 12909     1
e    619 12934     1
e    619 12946     2
e    619 13125     1
e    619 13148    31
e    619 13150     1
e    619 13210     1
e    626   631     1
e    626   632    28
e    626   649     1
e    626  1780     2
e    626  1792     1
e    626  2150     1
e    626  2225     5
e    626  2987     1
e    626  3387     2
e    626  3473     2
e    626  3494     2
e    626  3727     6
e    626  3987     3
e    626  4318     1
e    626  4770     3
e    626  5071     3
e    626  6078     3
e    626  6347     2
e    626  6884    14
e    626  7252     2
e    626  8150     5
e    626  8455     1
e    626  8531     3
e    626  8755     1
e    626  9120    18
e    626  9158    17
e    626 10323     1
e    626 10536     9
e    626 10636    35
e    626 12483    51
e    626 12709     1
e    627  1200    41
e    627  2507     1
e    627  2702    52
e    627  3020     1
e    627  3180     1
e    627  3497     1
e    627  3577     2
e    627  3727     2
e    627  3746     4
e    627  3748     1
e    627  3795     1
e    627  4741     2
e    627  4810     9
e    627  5684   164
e    627  5690    13
e    627  5721     4
e    627  6284     3
e    627  8245    37
e    627  8988    10
e    627  8992    29
e    627  8996     9
e    627  9141     3
e    627 10401     1
e    627 10653     1
e    627 10965     1
e    627 12261    21
e    627 12301     9
e    627 12306     5
e    627 12483    16
e    627 13148    36
e    631  1200    13
e    631  1833     2
e    631  2002     1
e    631  2702    10
e    631  2963     1
e    631  3009     1
e    631  3209     2
e    631  4373     2
e    631  5720     1
e    631  5890     2
e    631  6599     1
e    631  7028     1
e    631  8245     5
e    631  8455     1
e    631  8531     1
e    631  9120     1
e    631 11795     1
e    631 12022     6
e    631 12261     8
e    631 12301     3
e    631 12483     9
e    631 12910     3
e    631 13148    17
e    632  1058    20
e    632  1200     5
e    632  1575     1
e    632  2397     3
e    632  2501    16
e    632  2702     6
e    632  3048     2
e    632  3141     1
e    632  3610     2
e    632  3846    18
e    632  4076     3
e    632  4229     4
e    632  4699    31
e    632  4770     2
e    632  5030     1
e    632  5327     1
e    632  6244    79
e    632  6347     1
e    632  6349     1
e    632  6503     3
e    632  6525     1
e    632  6844     9
e    632  6880     4
e    632  7201     8
e    632  7254     1
e    632  7255     1
e    632  7349     8
e    632  7359    14
e    632  7712     1
e    632  8146    21
e    632  8150    18
e    632  8189     2
e    632  8245    25
e    632  8378     1
e    632  8531    22
e    632  8935     1
e    632  8992     5
e    632  8996     9
e    632  9719     1
e    632  9921     1
e    632  9928     1
e    632 10603     1
e    632 10636    87
e    632 10732     1
e    632 11248     4
e    632 11305     1
e    632 11891     6
e    632 12483    82
e    632 12530     6
e    632 12567     1
e    632 12591     1
e    632 12772     3
e    632 12910    21
e    649  2225     1
e    649  3987     3
e    649  6347     1
e    649  8150     1
e    666  2799     1
e    666  6953     1
e    666  7772     1
e    666  9410     1
e    666  9709     1
e    703  1665     5
e    703  8658     5
e    706 10161     2
e    706 10679     2
e    706 10815     7
e    706 12719     1
e    706 12894     1
e    713  1759     3
e    713  4613     1
e    713  7061     3
e    713 10977     1
e    713 11486     3
e    725  5658     8
e    725 11360     8
e    729  1792     1
e    729  8066     2
e    729  8774     2
e    729  9104     1
e    729 10192     1
e    732  1078     1
e    732  5277     5
e    732  5300     1
e    732  6338     1
e    732  8859     1
e    737  7435     1
e    737 10511     1
e    758  6558     1
e    758 10511     1
e    758 12141     1
e    769  8397     4
e    769 10087     1
e    769 13134     1
e    770  4248     1
e    770  5071     1
e    770  6197     1
e    770  9409     1
e    770  9799     1
e    770 11683     1
e    774  1200     1
e    774  2258     1
e    774  4128     1
e    774 12022     1
e    775  1028     5
e    775  1200     8
e    775  2568    13
e    775  5611     1
e    775  6666    41
e    775  7349     5
e    775  9158     2
e    775 12483    87
e    775 12903     1
e    775 12910    31
e    785  4330     2
e    785  8541     2
e    785  9129     2
e    785  9167     2
e    791  9034     3
e    791 13143     1
e    794  5658     7
e    794  6867     1
e    794  7220     7
e    808   821     1
e    808  1921     4
e    808  2501     4
e    808  2611     1
e    808  3217     1
e    808  4354     1
e    808  4790     3
e    808  6051     1
e    808  6940     1
e    808  8162     1
e    808  8215     4
e    808  8794    39
e    808 11248     1
e    808 11757    46
e    808 12334     2
e    808 12483    36
e    814  2063     1
e    814  2182     2
e    814  4718     1
e    814  8923     2
e    814  8992     4
e    814  9368     1
e    814 11295     1
e    814 11367     2
e    814 12758     1
e    814 12931     1
e    820   821     5
e    820   826     1
e    820  1200    98
e    820  1416     8
e    820  1756     2
e    820  2001     5
e    820  2320     1
e    820  2323     2
e    820  3116     1
e    820  3260     8
e    820  3665     1
e    820  4102    10
e    820  4383     2
e    820  4423     5
e    820  4597     8
e    820  4808     4
e    820  5868     2
e    820  6042     2
e    820  6140     1
e    820  6347     6
e    820  6900     1
e    820  6940     8
e    820  7010     2
e    820  7051     3
e    820  7382     8
e    820  7670     1
e    820  7725     5
e    820  7740     5
e    820  7775     3
e    820  7892     1
e    820  8531     2
e    820  9362     1
e    820  9375    23
e    820  9896     1
e    820  9922     1
e    820 10040     5
e    820 10078     2
e    820 10087     1
e    820 10093     3
e    820 10916     5
e    820 11183     1
e    820 11220     1
e    820 11223     1
e    820 11238     5
e    820 11612     4
e    820 11695     9
e    820 11805     1
e    820 11901     8
e    820 11910     1
e    820 12122     1
e    820 12261     2
e    820 12483    25
e    820 12767     1
e    820 12797     9
e    820 12934     4
e    820 13003     7
e    820 13144     9
e    820 13302     1
e    821   968     1
e    821  1100     1
e    821  1200    82
e    821  1665     5
e    821  1961     2
e    821  2001     1
e    821  2002     3
e    821  2100     1
e    821  2172     3
e    821  2205     1
e    821  2320     5
e    821  2611     1
e    821  2648     1
e    821  2799     4
e    821  3096     1
e    821  3217     1
e    821  3247     2
e    821  3260     7
e    821  3469     1
e    821  3927     8
e    821  3940     3
e    821  3967     1
e    821  4383     4
e    821  4597     5
e    821  4627     6
e    821  4671    50
e    821  4691     2
e    821  5183    19
e    821  5254     1
e    821  5550     5
e    821  5719     1
e    821  5759     8
e    821  5799     1
e    821  6184     4
e    821  6349     1
e    821  6579     1
e    821  6870     4
e    821  6900    10
e    821  7051    18
e    821  7457     6
e    821  7588     4
e    821  7608     1
e    821  7609     2
e    821  7740    21
e    821  8225     1
e    821  8387     6
e    821  8531    11
e    821  8658     1
e    821  8964     3
e    821  8996   161
e    821  8999    29
e    821  9034     2
e    821  9212     6
e    821  9313     7
e    821  9337     9
e    821  9375    70
e    821  9806     2
e    821  9878     1
e    821 10078     2
e    821 10101     3
e    821 10136     1
e    821 10409     1
e    821 10636    17
e    821 10680     1
e    821 10916     3
e    821 11111    21
e    821 11346     2
e    821 11372     3
e    821 11385    11
e    821 11478    10
e    821 11633     1
e    821 11695    14
e    821 11701     1
e    821 11805     1
e    821 11916     2
e    821 11927     3
e    821 12103     1
e    821 12261     5
e    821 12483    26
e    821 12509     4
e    821 12563     1
e    821 12587    11
e    821 12855     1
e    821 13216     4
e    825  4699     4
e    825 13148     4
e    826   842     8
e    826  1758     1
e    826  1780    18
e    826  1895     1
e    826  2320     1
e    826  2591     1
e    826  2965    11
e    826  4362     1
e    826  4602     1
e    826  4699    70
e    826  4810     1
e    826  5690     8
e    826  6462    11
e    826  7157     1
e    826  7206     1
e    826  7670     1
e    826  8531     1
e    826  9158    20
e    826  9695     1
e    826  9878     1
e    826 10636     1
e    826 10985     1
e    826 11249     4
e    826 12261     4
e    826 12478     5
e    826 13003     1
e    836  9912     1
e    836 11464     1
e    838 12946     5
e    839  6197     2
e    842  2963     3
e    842  2965    15
e    842  9158     2
e    842 12476     6
e    842 12478     1
e    845  2225     1
e    845  8897     6
e    845  9718     2
e    845 10725     3
e    845 12483     1
e    849  2501     2
e    849  8193     2
e    850  2446     1
e    850  8996     1
e    850 10127     1
e    850 12706     1
e    852  6195     2
e    852  6205     4
e    852 12587     1
e    864  1089     1
e    864  8264     1
e    864 10027     1
e    864 11339     4
e    864 11485     4
e    870  2186    16
e    870  2422    15
e    870  8517    13
e    870 11304    16
e    870 13028    13
e    871  1459    11
e    871  9375     3
e    879  8171     1
e    879  9711     1
e    879 12563     2
e    880  3362     1
e    885  6724     2
e    888 10725     1
e    888 12810     1
e    893  6768    28
e    893 10062     1
e    893 10627    25
e    900  2135     1
e    900  3252     1
e    900  9147     1
e    901  4760     2
e    901  6897     2
e    901  8992     2
e    901 12483     3
e    901 13144     2
e    902  1200     2
e    902  4851     1
e    902  6414     1
e    902  9385     2
e    902 10267     1
e    905  1281     2
e    905  2331     2
e    905  2501     1
e    905  4061     2
e    907  1957     2
e    907  2796    46
e    907  8996     2
e    908  2121     3
e    908  5315     1
e    908 11862     3
e    908 11864     2
e    917  2673     8
e    917  3675     8
e    917  7541    22
e    917 13065    21
e    957  6356     2
e    957  9866     1
e    957 12910     2
e    965  5579     5
e    965 12931     2
e    968  1484     1
e    980 11873     1
e    980 11966     2
e    980 13136     1
e    986  4728     4
e    986  8328     4
e    986  9158     4
e    995  1150     5
e    995  1200    25
e    995  4248     2
e    995  8992     1
e    995  9375     5
e    995 10233     1
e    995 10715     1
e    995 11795     1
e    995 11904    21
e    995 12261     2
e    995 13148     5
e    996  1416     1
e    996  1746     2
e    996  7362     1
e    996 12589     1
e    999  1094     3
e    999  1440     3
e   1018  3232     2
e   1019  1746     1
e   1019  5808     1
e   1019  9337     6
e   1019 10027     1
e   1019 10636     7
e   1019 11385     9
e   1019 12483     7
e   1024  7892     1
e   1024  9385     1
e   1028  1638     1
e   1028  1665    12
e   1028  2403     1
e   1028  3904     4
e   1028  5322     1
e   1028  6460     4
e   1028  6531    11
e   1028  6666     1
e   1028  6940     9
e   1028  8500     2
e   1028 11464     1
e   1028 12910     6
e   1028 12982     1
e   1056 12122    10
e   1058  1185     4
e   1058  1200     9
e   1058  1214     4
e   1058  1824     7
e   1058  2058     5
e   1058  2112     1
e   1058  2309     1
e   1058  2320     2
e   1058  2648    11
e   1058  2730     4
e   1058  2954     1
e   1058  2955     5
e   1058  3260     7
e   1058  3539     1
e   1058  3637     4
e   1058  3746     1
e   1058  3782     2
e   1058  4346     1
e   1058  4633     2
e   1058  5808     8
e   1058  6042    11
e   1058  6284     1
e   1058  7359     5
e   1058  7665     4
e   1058  8615     3
e   1058  8670     5
e   1058  8827     1
e   1058  8996     9
e   1058  9141     8
e   1058  9158     2
e   1058 10338     6
e   1058 10444     1
e   1058 11167     2
e   1058 11290     1
e   1058 11346     4
e   1058 12122     1
e   1058 12147     1
e   1058 12673     1
e   1058 12867     4
e   1058 12910    26
e   1058 13028     3
e   1058 13125    11
e   1058 13136     3
e   1058 13148     1
e   1066  4694     1
e   1066 11248     1
e   1066 13028     1
e   1067  9375    18
e   1067  9386     1
e   1067 11248    73
e   1067 13028    66
e   1069  6349    18
e   1069  7772    21
e   1069  9410    21
e   1069 10795    24
e   1074  6502     1
e   1074  6516     2
e   1074  6820     2
e   1074  7559     2
e   1074 10040     8
e   1074 10679    19
e   1074 11864     1
e   1077  1921     2
e   1077  2317     2
e   1077  3014    10
e   1077  7077     2
e   1077  7626     2
e   1077  9298     2
e   1077 11472     2
e   1077 12772    10
e   1078  3196     1
e   1078  5277     4
e   1078  5293     8
e   1078  5300     1
e   1078  6338     3
e   1078 12483     4
e   1080  4760    32
e   1080  7828     4
e   1089  4319     1
e   1089  5808     3
e   1089  8264     1
e   1089  9893     7
e   1089 10027     1
e   1089 11339     1
e   1089 11485     1
e   1089 12868     7
e   1089 13302     1
e   1094 10027     3
e   1095  5491     2
e   1095  6195     2
e   1098  5808     1
e   1098  8996     1
e   1098 12725     1
e   1099  2045     2
e   1099  3266     5
e   1099  5808     1
e   1099  8193     1
e   1099 12931     5
e   1100  6349     1
e   1100  7873     1
e   1103  7175     3
e   1103  8435     7
e   1103 10122     3
e   1134  7457     7
e   1144  1200     1
e   1144  4086     1
e   1144  6133     1
e   1144 12706     1
e   1149  5966     1
e   1149  6356     3
e   1149  6503     3
e   1149  6649     2
e   1149  6894     1
e   1149  6940     1
e   1149  7984     1
e   1149  9385     4
e   1149 10130     1
e   1150  2501     2
e   1150  3376     5
e   1150  6666     7
e   1150  7051     2
e   1150  7349     2
e   1150 12530     7
e   1152  2001     2
e   1152  7386     1
e   1152 12673     2
e   1161  3593     1
e   1161  5562     1
e   1161  7601     2
e   1161 11825     1
e   1161 12022     3
e   1162  8529     2
e   1162 11960     2
e   1162 12635     2
e   1163  1597     1
e   1163  4483     2
e   1163  4633     1
e   1163  9387     4
e   1164  2724     2
e   1164  8150    10
e   1164  9385     6
e   1164 11250     2
e   1164 12141     2
e   1164 12188     1
e   1164 12725     1
e   1164 12910     2
e   1181  2001     1
e   1181  2323     1
e   1181  4040     4
e   1181 12483     2
e   1185  2058     4
e   1185  2616     1
e   1185  4423     1
e   1185  5059     4
e   1185  7359     4
e   1185 13065     1
e   1187  4692     1
e   1187  4713     2
e   1187 12483     1
e   1187 12509     2
e   1188  3608     1
e   1188  4095     1
e   1194  7559     1
e   1194 10516     1
e   1200  1234     3
e   1200  1251    10
e   1200  1264     1
e   1200  1272     1
e   1200  1343     3
e   1200  1543     1
e   1200  1576     1
e   1200  1659     2
e   1200  1665   135
e   1200  1746     2
e   1200  1780     2
e   1200  1792    33
e   1200  1833     6
e   1200  2001     7
e   1200  2116     7
e   1200  2122     1
e   1200  2182    13
e   1200  2258     4
e   1200  2306     1
e   1200  2501    26
e   1200  2509     1
e   1200  2598     1
e   1200  2682     1
e   1200  2702     7
e   1200  2707     1
e   1200  2733     1
e   1200  2780    12
e   1200  2805     4
e   1200  2836     7
e   1200  2880     1
e   1200  2944    46
e   1200  2981     1
e   1200  3009    51
e   1200  3048     6
e   1200  3072     2
e   1200  3075     1
e   1200  3122     2
e   1200  3281    78
e   1200  3292     6
e   1200  3336     1
e   1200  3389     2
e   1200  3436     1
e   1200  3470     3
e   1200  3496    77
e   1200  3508     1
e   1200  3682     1
e   1200  3796     4
e   1200  3841     1
e   1200  3893     7
e   1200  3926     3
e   1200  4010     1
e   1200  4040    12
e   1200  4128     2
e   1200  4236     8
e   1200  4248     9
e   1200  4259     1
e   1200  4282     4
e   1200  4319     3
e   1200  4398     2
e   1200  4498     7
e   1200  4699     4
e   1200  4713     9
e   1200  4718     1
e   1200  4741    17
e   1200  4750     3
e   1200  4808     2
e   1200  4851     1
e   1200  4881     1
e   1200  4920     2
e   1200  4922     6
e   1200  4971     3
e   1200  5277    20
e   1200  5522     1
e   1200  5562     6
e   1200  5684   269
e   1200  5690    40
e   1200  5718     1
e   1200  5720     5
e   1200  5802     6
e   1200  5808     7
e   1200  5829    25
e   1200  5972     1
e   1200  5980    14
e   1200  6042     9
e   1200  6051     3
e   1200  6072     3
e   1200  6139     1
e   1200  6148     4
e   1200  6197     2
e   1200  6244     7
e   1200  6293    15
e   1200  6414    18
e   1200  6508     1
e   1200  6540     1
e   1200  6580    15
e   1200  6599    13
e   1200  6654     1
e   1200  6752     2
e   1200  6762     6
e   1200  6764     2
e   1200  6870    10
e   1200  6884     7
e   1200  6940    19
e   1200  6979     1
e   1200  7051     6
e   1200  7206     9
e   1200  7351     3
e   1200  7359    20
e   1200  7362     1
e   1200  7396     3
e   1200  7502     3
e   1200  7506     9
e   1200  7588     7
e   1200  7608     4
e   1200  7627     1
e   1200  7650     9
e   1200  7657     1
e   1200  7862     4
e   1200  7948    13
e   1200  8049     4
e   1200  8062     6
e   1200  8146    39
e   1200  8169     7
e   1200  8200     3
e   1200  8232     1
e   1200  8240    42
e   1200  8245   437
e   1200  8261    18
e   1200  8264     3
e   1200  8387     1
e   1200  8428     1
e   1200  8444     6
e   1200  8509     3
e   1200  8528     2
e   1200  8529     4
e   1200  8531    26
e   1200  8790     1
e   1200  8798     1
e   1200  8809    14
e   1200  8870    25
e   1200  8929     4
e   1200  8936     1
e   1200  8964    25
e   1200  8992    55
e   1200  8996   176
e   1200  9147    12
e   1200  9158   146
e   1200  9375    65
e   1200  9385     8
e   1200  9565     1
e   1200  9896     2
e   1200  9912     5
e   1200 10026    22
e   1200 10087     4
e   1200 10090    58
e   1200 10091    22
e   1200 10101     8
e   1200 10110    25
e   1200 10119     1
e   1200 10233     8
e   1200 10267     2
e   1200 10268     1
e   1200 10339     5
e   1200 10409     1
e   1200 10493    15
e   1200 10511    11
e   1200 10530     6
e   1200 10636    25
e   1200 10715    13
e   1200 10858     9
e   1200 10889     3
e   1200 10948    11
e   1200 10955     8
e   1200 10982    16
e   1200 11077     1
e   1200 11111     4
e   1200 11155     6
e   1200 11162    13
e   1200 11213     2
e   1200 11219     6
e   1200 11269     7
e   1200 11303     1
e   1200 11304     4
e   1200 11478    13
e   1200 11504     6
e   1200 11549     1
e   1200 11563   173
e   1200 11633     4
e   1200 11649     8
e   1200 11695     7
e   1200 11795    39
e   1200 11868     1
e   1200 11896     3
e   1200 11897     1
e   1200 11900   208
e   1200 11904   159
e   1200 11927    72
e   1200 11950     6
e   1200 11966    27
e   1200 12022    37
e   1200 12034     3
e   1200 12064    12
e   1200 12103     2
e   1200 12122     7
e   1200 12227     7
e   1200 12261   251
e   1200 12271     4
e   1200 12301    17
e   1200 12341     2
e   1200 12389     1
e   1200 12483   745
e   1200 12530    18
e   1200 12595     1
e   1200 12725    52
e   1200 12781     1
e   1200 12814     4
e   1200 12844    70
e   1200 12894    18
e   1200 12910   104
e   1200 12934    15
e   1200 12982     1
e   1200 12991     3
e   1200 13028    11
e   1200 13133     4
e   1200 13134     6
e   1200 13144    22
e   1200 13148   304
e   1200 13165     1
e   1200 13190     1
e   1200 13206     1
e   1200 13210    11
e   1200 13213     1
e   1200 13216    13
e   1202  5611     1
e   1202  5881     1
e   1202  6072     1
e   1202  7089     1
e   1202  9158     1
e   1202  9375     3
e   1202 10110     1
e   1202 12137     1
e   1202 12483     4
e   1202 12729     1
e   1202 13028     5
e   1202 13148     1
e   1202 13210     1
e   1206  5684     6
e   1209  4699    46
e   1209  8897     1
e   1209  9120    22
e   1209 12474     4
