c  DAYS-w instance, from daysall.net file
c  Vertices in file daysall-vertices0.dat
c  Edges in file daysall-edges0.dat
c  
p edges  13308     26943
e    105  2182     1
e    105 10530     1
e    106  8958     1
e    106 10488     1
e    106 11989     1
e    107  1728     1
e    107  4040     2
e    107  6656     1
e    107  7627     1
e    107  9791     1
e    107 12483     2
e    115  3049     1
e    117  4310     1
e    117  7092     1
e    117  7206     1
e    117 10786     1
e    127  2327    19
e    127  4634     3
e    127 11340     3
e    127 12875    19
e    131  5695     1
e    131 10421     1
e    133   698     1
e    133   762     1
e    133  7489     1
e    133  8296     1
e    135  3029     2
e    135  8235     2
e    135  8261     2
e    136  5322     2
e    136  8079     2
e    136  8809     1
e    141  6927     2
e    141  7874     2
e    142  8996     4
e    142 12103     4
e    148  3248     2
e    148  4837     2
e    148  7814     2
e    148  9104     2
e    148 10803     2
e    148 11055     2
e    148 12122     1
e    148 12701     2
e    153  1314     3
e    153  2191     3
e    153  5105     3
e    153  8550     3
e    153 11944     3
e    154  1314     1
e    154  2191     1
e    154  5105     1
e    154 11944     1
e    164  1669     1
e    164  7454     1
e    164  7967     1
e    164 10445     2
e    164 11138     2
e    164 12725     1
e    168  7102     1
e    168  9357     1
e    168 13136     1
e    180  1289     1
e    180  1708     1
e    180  2341     1
e    180  8550     1
e    180  9385     1
e    180 10106     1
e    180 10860     1
e    180 11436     1
e    181  1289     1
e    181  1708     1
e    181  2341     1
e    181  9385     1
e    181 10106     1
e    181 10860     1
e    181 11436     1
e    183  2225     1
e    183  7220     1
e    185  3195     1
e    185  5383     1
e    185  7074     1
e    185 13227     1
e    187  5378     1
e    187  8809     1
e    187  9912     1
e    194   802     2
e    194  1549     2
e    194  5837     2
e    194  9625     2
e    194 10125     2
e    194 11864     2
e    195  1657     2
e    195  4290     2
e    195  4633     2
e    195  4709     2
e    195  7392     2
e    195 10603     2
e    195 10607     2
e    200  2001    14
e    200  5829     7
e    200  8193     6
e    200 12261     1
e    207  8996     3
e    207 11825     3
e    211  7037     1
e    211  9174     1
e    211 11494     1
e    213  1451     1
e    213  2286     1
e    213  2606     1
e    213  3111     1
e    213  3336     1
e    213  4051     1
e    213  4810     1
e    213  5315     1
e    213  7670     1
e    213  7745     1
e    213  8541     1
e    213 10426     1
e    213 10982     1
e    213 11419     1
e    213 11436     1
e    213 12416     1
e    213 12483     1
e    218  2534     3
e    218  3348     3
e    218  4634     3
e    218  5720     5
e    218  6356     3
e    218  8092     3
e    218 12022     5
e    220  2001     2
e    220  9174     2
e    220 10321     1
e    220 13148     1
e    228  1602     1
e    228  3904     1
e    228  5720     1
e    228  9211     1
e    228 11823     1
e    234  2965     2
e    234  5550     2
e    234 12122     2
e    237  5129     1
e    237  8999     1
e    238   501     1
e    238 12103     1
e    238 12483     1
e    240   501     1
e    240   821     1
e    240  6260     1
e    240  6292     1
e    240  8996     3
e    240  8999     3
e    240 11640     1
e    240 11858     1
e    241   519     1
e    241  4597     1
e    241  4709     1
e    241  7943     1
e    241  8529     1
e    246   632     1
e    246  3846     1
e    246  7201     1
e    246  8996     1
e    246 12910     1
e    255  2191     1
e    255  4423     1
e    257  7133     1
e    257  7388     1
e    257 10828     1
e    267 10064     1
e    267 11586     1
e    267 12038     1
e    267 12810     1
e    268   269     1
e    268   340     1
e    268  1333     1
e    268  4383     1
e    268  4461     1
e    268  4709     1
e    268  8775     1
e    268 11055     1
e    268 11307     1
e    268 12141     1
e    269   340     1
e    269  1333     1
e    269  4383     1
e    269  4461     1
e    269  4709     1
e    269  8775     1
e    269 11055     1
e    269 11307     1
e    269 12141     1
e    270  2501     5
e    270  3395     1
e    270  7745     9
e    270  8996     8
e    272  3072     1
e    272 10603     1
e    272 10982     1
e    274  1012     1
e    274  3745     1
e    294  1420     1
e    294  8999     1
e    294  9983     1
e    306  8996     1
e    306 12123     1
e    313   794     1
e    313  3114     1
e    313  4750     1
e    315  4071     1
e    315  6884     1
e    315 11874     1
e    315 13148     1
e    317  8996     1
e    317 12103     1
e    319  4837     3
e    319 11372     3
e    319 12074     3
e    319 13083     3
e    322  7814     1
e    322  8121     1
e    322  8996     1
e    329  1348     1
e    329  1777     1
e    329  3383     1
e    331  1649     1
e    331  2116     2
e    331  2430     1
e    331  3180     1
e    331  3727     1
e    331  4071     1
e    331  4498     2
e    331  4633     1
e    331  7134     1
e    331  8541     1
e    331 10615     1
e    331 10780     1
e    331 10786     2
e    331 10973     1
e    331 12910     1
e    332   333     1
e    333  5142     1
e    338  1732     3
e    338 13121     3
e    339  8530     1
e    340   627     1
e    340   638     1
e    340  1272     4
e    340  1333     1
e    340  1925     1
e    340  2121     1
e    340  2186     1
e    340  2320     1
e    340  3014     2
e    340  3083     5
e    340  3945    32
e    340  4383     1
e    340  4461     1
e    340  4699     1
e    340  4709     1
e    340  5142     4
e    340  5802     3
e    340  5829     3
e    340  6053     1
e    340  6495     2
e    340  6940     1
e    340  7133     4
e    340  7388     1
e    340  7608     2
e    340  7787     5
e    340  7899     1
e    340  8245     2
e    340  8296     1
e    340  8618     1
e    340  8733     1
e    340  8775     4
e    340  8948     1
e    340  8988     1
e    340  8996     1
e    340  9158     7
e    340  9926     1
e    340 10328     2
e    340 10613     2
e    340 10631     1
e    340 11055     1
e    340 11136     1
e    340 11307     1
e    340 11352     2
e    340 11483     1
e    340 11968     2
e    340 11998     1
e    340 12001     3
e    340 12122     8
e    340 12141     3
e    340 12261     5
e    340 12483     1
e    340 12819     1
e    340 12931     1
e    340 12962     1
e    340 13125     1
e    342  3313     1
e    342  8615     1
e    343  5332     3
e    343 10221     3
e    345   826     1
e    345  1758     1
e    345  7157     1
e    345  9878     1
e    353   419     2
e    353   537     4
e    353   739     1
e    353  1123     5
e    353  1665     1
e    353  1948     1
e    353  2730     1
e    353  2884     1
e    353  3637     2
e    353  3795     1
e    353  5165    14
e    353  6260     2
e    353  6664     1
e    353  7541     1
e    353  7543     1
e    353  7673     4
e    353  8186     4
e    353  8235    10
e    353  9157     1
e    353  9363     1
e    353  9475     4
e    353 10256     1
e    353 10530     3
e    353 11248     1
e    353 11862    18
e    353 11864     6
e    353 11948     1
e    353 12867     3
e    354  2167     1
e    354  6260     1
e    354 11827     1
e    355   475     1
e    355  8673     1
e    355 11864     5
e    355 12084     1
e    370   783     1
e    370   879     3
e    370  1469     3
e    370  2320     3
e    370  5354     6
e    370  5819     2
e    370  6078     1
e    370  6338     3
e    370  8088     5
e    370  8121     1
e    370  9763     3
e    370 11248     9
e    370 11757    12
e    371  1410     6
e    371  1664    10
e    371  9414    10
e    371 10511     8
e    371 11581     7
e    373   808     9
e    373  4935     1
e    373  6353     1
e    373  8025    29
e    373  8049     1
e    373  8215     1
e    373  8794    11
e    373 11757    13
e    373 11864     3
e    376   685     3
e    376  1200     1
e    376  1664     7
e    376  3136     2
e    376  6521    12
e    376  6723    14
e    376  7772    25
e    376 10813     3
e    376 12261     2
e    376 13268     3
e    380  2305     2
e    380  4526     2
e    383  3083     3
e    383  9375     4
e    383 12122     1
e    383 12389     1
e    385   843     1
e    385   852     1
e    392  3293     1
e    392  8992     1
e    394   491     1
e    394  1200     1
e    394  4103     1
e    394  4153     1
e    394  7077     1
e    394  9385     1
e    394  9405     1
e    394 10625     1
e    394 11226     1
e    394 11611     1
e    394 12483     1
e    394 13028     1
e    397  2021     1
e    397 10938     1
e    397 12147     1
e    397 12611     1
e    398  8317     1
e    398  8940     1
e    402   908     3
e    402  2121     3
e    402  4040     2
e    402  5315     1
e    402 10026     2
e    402 10091     2
e    402 11249     2
e    402 11862     9
e    402 11864     2
e    402 12483     2
e    404  2279     5
e    410  7133     2
e    410 11633     2
e    415  1035     3
e    415  5690     1
e    415 11202     1
e    415 11858     2
e    415 12797     2
e    416   626     2
e    416  2197     2
e    417  1028    10
e    417  1058     7
e    417  1665    12
e    417  2574     1
e    417  3209     1
e    417  4865     4
e    417  4958     5
e    417  6531    10
e    417  6841     2
e    417  7585     1
e    417  7740     4
e    417  8521     1
e    417  9147     1
e    417  9158     3
e    417  9814     1
e    417 10097    11
e    417 10260     1
e    417 11205     1
e    417 12141     1
e    417 12910     3
e    419  1343     2
e    419  8146     1
e    419  8435     3
e    419  9170     2
e    419 10982     1
e    424  1200     1
e    424  5690     1
e    425   900     1
e    425  2135     1
e    425  3252     1
e    425  8950     4
e    426   491     1
e    426  2619     1
e    426  3161     1
e    426  3954     2
e    426  4593     3
e    426  5030     4
e    426  5486     3
e    426  5690     2
e    426  6277     2
e    426  7675     3
e    426  7775     1
e    426  7902     1
e    426  8529     5
e    426  9158     3
e    426  9210     2
e    426  9866     2
e    426 10397     2
e    426 10787     1
e    426 11791     1
e    431   458     6
e    431  2243     1
e    431  3281     6
e    431  6719     2
e    431  7136     1
e    431 12875     6
e    433  4787     1
e    433 12483     3
e    435  1950     1
e    435  2593     1
e    435  2710     1
e    435  6414     1
e    435  6767     1
e    435  7244     1
e    436  2178     3
e    436  2454     3
e    445  2501     1
e    445  3257     1
e    445  7454     1
e    445 11248     1
e    445 11296     1
e    454  3349     3
e    454  7207     3
e    454  8863     3
e    455  4613     2
e    455  8992     2
e    455  9115     2
e    455  9387     2
e    455  9894     2
e    455 10266     2
e    455 11065     5
e    455 12261     2
e    458   459    20
e    458   820     1
e    458  1200    27
e    458  1343     5
e    458  1431     6
e    458  1433     1
e    458  1936     2
e    458  2604     1
e    458  3009     7
e    458  3035    13
e    458  3075     4
e    458  3079     5
e    458  3149     1
e    458  3281     6
e    458  3376     1
e    458  3464    12
e    458  4740     5
e    458  4808     2
e    458  5491     2
e    458  5510     1
e    458  5562     1
e    458  5593     3
e    458  5690     1
e    458  6131     2
e    458  6148     4
e    458  6243     1
e    458  6710     1
e    458  6923     1
e    458  7206     1
e    458  7502     2
e    458  8060     2
e    458  8075     4
e    458  8109     2
e    458  8146     1
e    458  8245     2
e    458  8650     1
e    458  8721     2
e    458  8809     1
e    458  8992     3
e    458  8996     8
e    458  9375    23
e    458  9404     5
e    458  9693     1
e    458 10027     2
e    458 10716     2
e    458 10797     2
e    458 10916     1
e    458 11111     1
e    458 11220     1
e    458 11346     5
e    458 11896     7
e    458 11900    36
e    458 11901    56
e    458 11904    80
e    458 11962     1
e    458 11966     1
e    458 12137     1
e    458 12149     2
e    458 12261     1
e    458 12483    17
e    458 12530     2
e    458 12767     9
e    458 12875    66
e    458 12910     2
e    458 13210     1
e    458 13216     2
e    459   566     2
e    459   633     1
e    459   821    24
e    459  1200    15
e    459  1247     2
e    459  2655     5
e    459  2658     1
e    459  2977     1
e    459  3009     2
e    459  3163     1
e    459  3281     3
e    459  3316     5
e    459  3927     1
e    459  4071     2
e    459  4106     4
e    459  4763     6
e    459  4791     1
e    459  5277    22
e    459  5405     1
e    459  5865     1
e    459  6281     1
e    459  6919     3
e    459  6940     4
e    459  7457     3
e    459  7622     1
e    459  7650     1
e    459  7740   180
e    459  8150     3
e    459  9269     2
e    459  9359     1
e    459  9375     7
e    459 10110     4
e    459 10197     5
e    459 10545     1
e    459 10751     1
e    459 11223     2
e    459 11743     8
e    459 11757    10
e    459 11842     1
e    459 11900     3
e    459 11904    15
e    459 11927     1
e    459 12150     2
e    459 12603     3
e    459 12649     1
e    459 12875     7
e    461  2001     2
e    461  4613     2
e    461  6293     2
e    461  7454     1
e    461  7457     1
e    461  7740     3
e    461  8870     2
e    461 10636     2
e    461 11321     1
e    461 12476     2
e    464  4232     1
e    464  4383     1
e    464  4483     9
e    464  4514     1
e    464  6337     1
e    464  7412     1
e    464  8387     3
e    464  9157     2
e    464  9970     1
e    464 10545     1
e    464 11904    36
e    464 12483     8
e    464 13266     1
e    468  1777     1
e    468  2001     1
e    468  3163     1
e    468  3286     1
e    468  3292     1
e    468  7098     1
e    468 10666     1
e    468 12064     2
e    468 12805     1
e    469  1270     1
e    469  2808     1
e    469  8916     1
e    469 12122     1
e    470  3209     1
e    470  4633     1
e    470  4755     1
e    470  4865     1
e    470  4950     1
e    470  5109     1
e    470  7597     1
e    470 11231     1
e    475  2142     2
e    475  2150     2
e    475  4024     1
e    475  4139     2
e    475  4248     2
e    475  4624     1
e    475  5146     1
e    475  5832     1
e    475  6048     1
e    475  6508     1
e    475  6994     1
e    475  7743     1
e    475  8075     1
e    475  8146     3
e    475  8531     5
e    475  8996     9
e    475  9174     1
e    475  9710     2
e    475 10984     2
e    475 11258     2
e    475 11901     4
e    475 12149     1
e    475 12483    10
e    475 13153     2
e    479   821     5
e    479  2808     2
e    479  2829     5
e    479  4247     4
e    479  4309     1
e    479  4340     3
e    479  5829     1
e    479  8146    18
e    479  8159     1
e    479  8240     1
e    479  8291     6
e    479  8529     1
e    479  8531     4
e    479  9147     2
e    479  9375    28
e    479  9901     1
e    479 10027     1
e    479 10267     1
e    479 11861    23
e    479 11966     4
e    479 12022     2
e    479 12261     9
e    479 13028     3
e    483  7061     2
e    483 10308     2
e    485 11494     1
e    485 12122     1
e    485 12301     1
e    485 13190     1
e    488 11399     1
e    488 11498     1
e    489  3043     3
e    489  8964     1
e    489  8992     6
e    489 10221     1
e    489 11248     7
e    491  2522     1
e    491  2884     5
e    491  3580     3
e    491  4791     5
e    491  4912     1
e    491  5658     1
e    491  6244     5
e    491  6940     4
e    491  7391     4
e    491  8531    24
e    491  9375   100
e    491  9406     1
e    491 10059     2
e    491 10081     2
e    491 10090     8
e    491 10497     5
e    491 10519     1
e    491 10725     2
e    491 12189     1
e    491 12483    10
e    491 12962     1
e    493  8176     4
e    493  9111     3
e    493  9824     5
e    493 11248     2
e    493 11396     3
e    495  9449     2
e    500  1663     1
e    500 11718     1
e    500 12972     1
e    501   821     1
e    501  6260     3
e    501  6292     1
e    501  9221     4
e    501  9375     1
e    501 11640     1
e    501 11858     2
e    501 12103     1
e    501 12483     1
e    502  8200     1
e    502  8531     1
e    502  8615     1
e    502 12894     8
e    505  7005     1
e    505 10636     1
e    505 12261     1
e    508  2112     2
e    508  8862     2
e    508 10978     2
e    508 11932     2
e    510  5980     1
e    510 12483     1
e    512   839     1
e    512  5720     1
e    512  5802     1
e    512  5966     1
e    512  7206     1
e    512  7457     1
e    512 10131     2
e    512 10430     1
e    512 11054     3
e    512 11927     2
e    512 12940     1
e    513  3260     1
e    513  4633     1
e    513  5786     1
e    513  7359     1
e    513  8150     1
e    513  9418     3
e    514   636     1
e    514  2136     1
e    514  3927     1
e    514  8121     1
e    514  8235     2
e    514  9475     1
e    514 10984     1
e    514 11252     1
e    514 12934     1
e    515  4290     1
e    515  8992     1
e    516  5890     1
e    516  8920     1
e    517  7918     2
e    517 11304     2
e    518  2562     1
e    518  2798    26
e    518  5862     2
e    518  6610     2
e    518  7740     2
e    518  8150    37
e    518  9386     3
e    518 10159    27
e    518 10636    39
e    519  3691     1
e    519  4597     3
e    519  4709     1
e    519  7943     1
e    519  8529     1
e    519 12955     1
e    525  1150    22
e    525  1200    24
e    525  3376     5
e    525  5684     6
e    525  6139     6
e    525  9896     2
e    525 11504     4
e    525 12122     3
e    525 12261     9
e    525 12306     2
e    525 13148     4
e    527  4112     1
e    527  7566     1
e    527  9468     1
e    530  5539     2
e    530  9319     1
e    533   821     1
e    533  6243     1
e    535  1058     1
e    535  4633     1
e    535  4699     1
e    535  8615     1
e    537   986     2
e    537  4825     3
e    537  7388     2
e    538   852     1
e    538 13144     1
e    544   775     3
e    544   820     2
e    544  1200     6
e    544  1665     4
e    544  2172    64
e    544  2422     1
e    544  4156     5
e    544  4330     2
e    544  4678     1
e    544  4750     4
e    544  4760    27
e    544  5277    25
e    544  6338    57
e    544  6588    25
e    544  6600     9
e    544  7499     1
e    544  8150     2
e    544  8630    56
e    544  8798    27
e    544  9387    57
e    544  9579     4
e    544 11013     5
e    544 11167     9
e    544 11757    31
e    544 11795     7
e    544 12123     6
e    544 12483    20
e    544 13210     1
e    549   551     5
e    549   808     2
e    549   954     4
e    549  1058    19
e    549  1200   127
e    549  1324     1
e    549  1470    10
e    549  1665   156
e    549  1801     8
e    549  1824    42
e    549  1867     1
e    549  2135    26
e    549  2172     9
e    549  2225     2
e    549  2591     3
e    549  2960     5
e    549  3009    21
e    549  3114     2
e    549  3661    20
e    549  3787     1
e    549  3907    12
e    549  4040     5
e    549  4256     5
e    549  4298     8
e    549  4302     7
e    549  4330     2
e    549  4383     2
e    549  4489     3
e    549  4790    13
e    549  4912     1
e    549  5382     1
e    549  5454     7
e    549  5550     8
e    549  5721     5
e    549  6338    30
e    549  6582     2
e    549  6588    12
e    549  6620     1
e    549  6650     1
e    549  6940    28
e    549  6941     7
e    549  6952    14
e    549  7349     5
e    549  7738    11
e    549  7740    31
e    549  7747     1
e    549  7815     7
e    549  7982     9
e    549  7983     1
e    549  7992    33
e    549  8146     5
e    549  8150     5
e    549  8229     1
e    549  8395     3
e    549  8500     9
e    549  8658     5
e    549  8794    30
e    549  9120     2
e    549  9313     5
e    549  9525     8
e    549  9826     4
e    549  9911     1
e    549  9918     6
e    549  9954     2
e    549  9990     8
e    549 10018     3
e    549 10036     7
e    549 10064     4
e    549 10323   167
e    549 10821     6
e    549 11111     8
e    549 11172    16
e    549 11269     1
e    549 11346     4
e    549 11478   149
e    549 11611     3
e    549 11646     2
e    549 11757   330
e    549 11899     9
e    549 11900     8
e    549 12240    38
e    549 12261    20
e    549 12483   144
e    549 12910    22
e    549 12962    12
e    549 13163     1
e    551   933    21
e    551  1200     9
e    551  3904    27
e    551  4040    35
e    551  4112     5
e    551  5832     1
e    551  8996     8
e    551  9626     1
e    551  9990     1
e    551 10323     3
e    551 11163     8
e    551 11346     1
e    551 11757     1
e    551 12483     9
e    555  1200    20
e    555  3029     1
e    555  7382     2
e    555  7457     1
e    555  7948     2
e    555  8261     1
e    555  8597     1
e    555 11227     1
e    555 11900     4
e    555 12261     7
e    555 12962     2
e    556   626     1
e    556  2450     1
e    556  2726     1
e    556  3260     2
e    556  3292     1
e    556  3782     1
e    556  3893     7
e    556  3922     1
e    556  4373     1
e    556  4624     2
e    556  4677     1
e    556  5271     1
e    556  6897    11
e    556  7074     1
e    556  7948     1
e    556  9375     4
e    556  9415     1
e    556 10053     1
e    556 10603     2
e    556 10870     4
e    556 10962     1
e    556 11356     1
e    556 11589     6
e    556 12261     9
e    556 12530     4
e    556 12962    15
e    556 13148     1
e    559   626     1
e    559   770     1
e    559  1078     1
e    559  1416     3
e    559  2167     1
e    559  2464     1
e    559  2704     1
e    559  3196     1
e    559  3494     3
e    559  5071     7
e    559  5096     1
e    559  5129     1
e    559  5550     1
e    559  6195     1
e    559  7252     2
e    559 10009     1
e    559 12483     2
e    562   604     5
e    562   619     1
e    562   739     1
e    562  1200     4
e    562  1507     2
e    562  1665     2
e    562  2058     2
e    562  3014     1
e    562  3164     1
e    562  3307     1
e    562  3421     4
e    562  3580    12
e    562  3593     7
e    562  3972     1
e    562  4051    19
e    562  4103     4
e    562  4106    38
e    562  4153     9
e    562  4498    45
e    562  4539     1
e    562  4885     5
e    562  5183    11
e    562  5315     1
e    562  5338     1
e    562  5539     8
e    562  6024     1
e    562  6117     5
e    562  6205    27
e    562  6219     3
e    562  6303     4
e    562  6356     1
e    562  6581     3
e    562  6757     1
e    562  6919    37
e    562  7391    19
e    562  7740     1
e    562  7925     2
e    562  8146     6
e    562  8240     1
e    562  8245     2
e    562  8261    49
e    562  8531    34
e    562  8794     2
e    562  9147     1
e    562  9158     1
e    562  9317     2
e    562  9387    17
e    562  9525    10
e    562  9967    21
e    562 10048     1
e    562 10339     1
e    562 10491    14
e    562 10636    13
e    562 10683     3
e    562 10725     4
e    562 11136     1
e    562 11182     7
e    562 11282    15
e    562 11927     2
e    562 11966     5
e    562 12084     7
e    562 12186     3
e    562 12255     2
e    562 12261     2
e    562 12483    25
e    562 12869     3
e    562 12910     7
e    562 13028     1
e    562 13199     1
e    563  2710     1
e    563  3075     1
e    563  3613     1
e    563  4224     1
e    563  5146     1
e    563  6244     1
e    563  7608     1
e    563 10948     1
e    563 12141     2
e    563 12962     1
e    564   986     3
e    564  1078     3
e    564  1210     2
e    564  1508     1
e    564  1657     5
e    564  1824     1
e    564  2182     1
e    564  2663     1
e    564  2800     3
e    564  2978     1
e    564  3108     5
e    564  3160     3
e    564  3269     1
e    564  3782     8
e    564  3787     1
e    564  4436     1
e    564  4483    82
e    564  4498    37
e    564  4790     5
e    564  5005     6
e    564  5625     1
e    564  5721     1
e    564  5753     1
e    564  5759     2
e    564  6260     2
e    564  6904     4
e    564  7669     1
e    564  9210     4
e    564  9446     1
e    564  9453     1
e    564  9867     1
e    564 10094     1
e    564 10247     1
e    564 10491     1
e    564 10511     2
e    564 10603    12
e    564 10623    10
e    564 10723     7
e    564 10725    11
e    564 10916     1
e    564 11204    19
e    564 11519     1
e    564 11612     6
e    564 11825     2
e    564 12123     1
e    564 12255     1
e    564 12483    28
e    564 12898     2
e    565  6349     1
e    565 11612     1
e    566 11743     1
e    569  2320     1
e    569  7967     1
e    571  4709     4
e    571  7967     1
e    571  8099     5
e    571  9157     1
e    572   839     2
e    572  7206     2
e    573  5048     1
e    573 12805     1
e    576  3421     6
e    576  4071     2
e    576 12483     5
e    582   668     2
e    582   737     2
e    582  1200     1
e    582  5539     1
e    582  5919     3
e    582  6042     1
e    582  7331     1
e    582 10767    10
e    584  6940     2
e    584 10813     3
e    584 11239     1
e    584 13211     3
e    594  2965     1
e    594  4236     1
e    594  4489     1
e    594  4770    27
e    594  5277     4
e    594  5866    30
e    594  6244     5
e    594  6588     8
e    594  8057     1
e    594  8245     3
e    594  8345     2
e    594  8658     9
e    594 12261     1
e    594 13006     8
e    594 13136    61
e    595  1665    15
e    595  2830    20
e    595  7675     4
e    595  8146     4
e    595  8150     3
e    595  9375    12
e    595 10636     9
e    595 11589     1
e    595 11864     3
e    595 12084    18
e    595 13028    12
e    599   821     1
e    599  6303     1
e    600 11904     2
e    604   619     3
e    604   632     1
e    604   715     3
e    604   820     2
e    604  1058     4
e    604  1150     6
e    604  1164    13
e    604  1200    72
e    604  1459    53
e    604  2142     9
e    604  2320     2
e    604  2409     1
e    604  2495     1
e    604  2501     5
e    604  2702    12
e    604  2884     1
e    604  2920     3
e    604  2921     9
e    604  2944     2
e    604  3048     3
e    604  3149     1
e    604  3260    16
e    604  3281     2
e    604  3292     3
e    604  3348    63
e    604  3387    10
e    604  3422     4
e    604  3465     2
e    604  3727     5
e    604  3796     2
e    604  3866     5
e    604  4068     1
e    604  4214     1
e    604  4346     2
e    604  4369     1
e    604  4373     5
e    604  4383     7
e    604  4699    13
e    604  4760    22
e    604  5277     5
e    604  5322     2
e    604  5684     2
e    604  5793     4
e    604  5794     1
e    604  6031     6
e    604  6244     6
e    604  6260     1
e    604  6413     2
e    604  6783     3
e    604  6955     3
e    604  7074     3
e    604  7081    15
e    604  7477    19
e    604  7502     1
e    604  7723     2
e    604  7740    17
e    604  8060     1
e    604  8146    10
e    604  8150     5
e    604  8175     1
e    604  8245     2
e    604  8261     2
e    604  8444     6
e    604  8531     2
e    604  8630     1
e    604  8809     1
e    604  8999     5
e    604  9158    14
e    604  9205     1
e    604  9375     3
e    604  9385     2
e    604  9426     2
e    604  9695     2
e    604 10009     2
e    604 10098     2
e    604 10102     2
e    604 10233     1
e    604 10511     4
e    604 10536     4
e    604 10636     5
e    604 10725    14
e    604 10786     1
e    604 10848     2
e    604 10906     5
e    604 11148     2
e    604 11183    38
e    604 11385     1
e    604 11673     1
e    604 11710    25
e    604 11968     9
e    604 12064     2
e    604 12147    38
e    604 12149     3
e    604 12179    17
e    604 12180     5
e    604 12186    14
e    604 12188     1
e    604 12261    21
e    604 12306     2
e    604 12431     3
e    604 12476     5
e    604 12483    75
e    604 12521     1
e    604 12723     1
e    604 12844     2
e    604 12966     1
e    604 13144     2
e    609  1669     2
e    609  7787     2
e    610  8573     1
e    610  9157     1
e    611   794     2
e    611   871    11
e    611  1440    12
e    611  1459    59
e    611  6462     3
e    611  6952     1
e    611  7215     4
e    611  8146     1
e    611  8537     1
e    611  8538    10
e    611 12341     1
e    612   619     6
e    612  1067     1
e    612  1768     1
e    612  2320     1
e    612  3009     1
e    612  6462     1
e    612  8121     1
e    612  8607     1
e    612  9375    10
e    612  9386     1
e    612 10062     1
e    612 11795     7
e    612 12910     2
e    612 13028    13
e    616  1200     3
e    616  2320     1
e    616  2691     1
e    616  3297     1
e    616  8992     1
e    616  9375     1
e    616 11065     1
e    616 11904     1
e    619   632     7
e    619   826     3
e    619  1018     4
e    619  1058    11
e    619  1200    24
e    619  1246     1
e    619  1440     4
e    619  1657     1
e    619  1665     1
e    619  1780     7
e    619  1792     8
e    619  2002     2
e    619  2225    55
e    619  2262     5
e    619  2507     4
e    619  2508     6
e    619  2568     1
e    619  2648     1
e    619  2702    21
e    619  2920     8
e    619  3048     1
e    619  3072     7
e    619  3167     1
e    619  3465     1
e    619  3496     2
e    619  3579     1
e    619  3688     1
e    619  3746     5
e    619  3954     1
e    619  4051     3
e    619  4076     1
e    619  4138     4
e    619  4141     2
e    619  4285     1
e    619  4373     1
e    619  4423     1
e    619  4619     1
e    619  4699     9
e    619  4728     4
e    619  4750     1
e    619  4810     6
e    619  4919     2
e    619  5080     1
e    619  5241     1
e    619  5271    11
e    619  5515     2
e    619  5683     1
e    619  5684    42
e    619  5690    15
e    619  5786     2
e    619  5799     2
e    619  5829     2
e    619  5890     4
e    619  5966     2
e    619  5980     1
e    619  6042     5
e    619  6187     1
e    619  6189     1
e    619  6260     1
e    619  6464     2
e    619  6599     2
e    619  6719     1
e    619  6756     1
e    619  6864     1
e    619  6870     3
e    619  6884     1
e    619  7051     1
e    619  7140     1
e    619  7165     2
e    619  7335     2
e    619  7388     3
e    619  7400     1
e    619  7409     1
e    619  7597     1
e    619  7622     2
e    619  7670     1
e    619  7740    18
e    619  7787     1
